Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
406,India,Pakistan,Pakistan,3 wickets,Sharjah,5-Dec-86
407,India,Sri Lanka,Sri Lanka,117 runs,Kanpur,24-Dec-86
408,Pakistan,West Indies,Pakistan,34 runs,,30-Dec-86
409,Australia,England,England,37 runs,Perth,1-Jan-87
410,Australia,Pakistan,Pakistan,1 wicket,Perth,2-Jan-87
411,England,West Indies,England,19 runs,Perth,3-Jan-87
412,Australia,West Indies,West Indies,164 runs,Perth,4-Jan-87
413,England,Pakistan,England,3 wickets,Perth,5-Jan-87
414,England,Pakistan,England,5 wickets,Perth,7-Jan-87
415,India,Sri Lanka,India,8 wickets,Guwahati,11-Jan-87
416,India,Sri Lanka,India,6 wickets,Delhi,13-Jan-87
417,India,Sri Lanka,India,94 runs,Vadodara,15-Jan-87
418,England,West Indies,England,6 wickets,Brisbane,17-Jan-87
419,India,Sri Lanka,India,10 runs,Mumbai,17-Jan-87
420,Australia,England,Australia,11 runs,Brisbane,18-Jan-87
421,Australia,West Indies,West Indies,7 wickets,Melbourne,20-Jan-87
422,Australia,England,England,3 wickets,,22-Jan-87
423,England,West Indies,England,89 runs,Adelaide,24-Jan-87
424,Australia,West Indies,West Indies,16 runs,Adelaide,25-Jan-87
425,Australia,England,Australia,33 runs,Adelaide,26-Jan-87
426,India,Pakistan,Pakistan,3 wickets,Indore,27-Jan-87
427,Australia,West Indies,Australia,36 runs,Sydney,28-Jan-87
428,England,West Indies,West Indies,6 wickets,Melbourne,30-Jan-87
429,Australia,England,Australia,109 runs,Melbourne,1-Feb-87
430,England,West Indies,England,29 runs,Devonport,3-Feb-87
431,Australia,West Indies,Australia,2 wickets,Sydney,6-Feb-87
432,Australia,England,England,6 wickets,Melbourne,8-Feb-87
433,Australia,England,England,8 runs,Sydney,11-Feb-87
434,India,Pakistan,Pakistan,2 wickets,Kolkata,18-Feb-87
435,New Zealand,West Indies,West Indies,95 runs,Dunedin,18-Mar-87
436,India,Pakistan,India,,Hyderabad (Deccan),20-Mar-87
437,New Zealand,West Indies,West Indies,6 wickets,Auckland,21-Mar-87
438,India,Pakistan,Pakistan,6 wickets,Pune,22-Mar-87
439,India,Pakistan,Pakistan,41 runs,Nagpur,24-Mar-87
440,India,Pakistan,Pakistan,5 wickets,Jamshedpur,26-Mar-87
441,New Zealand,West Indies,West Indies,10 wickets,,28-Mar-87
442,England,India,India,3 wickets,Sharjah,2-Apr-87
443,Australia,Pakistan,Pakistan,6 wickets,Sharjah,3-Apr-87
444,Australia,India,India,7 wickets,Sharjah,5-Apr-87
445,England,Pakistan,England,5 wickets,Sharjah,7-Apr-87
446,Australia,England,England,11 runs,Sharjah,9-Apr-87
447,India,Pakistan,Pakistan,8 wickets,Sharjah,10-Apr-87
448,England,Pakistan,England,7 wickets,The Oval,21-May-87
449,England,Pakistan,Pakistan,6 wickets,Nottingham,23-May-87
450,England,Pakistan,England,1 wicket,Birmingham,25-May-87
451,Pakistan,Sri Lanka,Pakistan,15 runs,Hyderabad (Sind),8-Oct-87
452,India,Australia,Australia,1 run,Chennai,9-Oct-87
453,England,West Indies,England,2 wickets,Gujranwala,9-Oct-87
454,New Zealand,Zimbabwe,New Zealand,3 runs,Hyderabad (Deccan),10-Oct-87
455,Pakistan,England,Pakistan,18 runs,Rawalpindi,"Oct 12-13, 1987"
456,Australia,Zimbabwe,Australia,96 runs,Chennai,13-Oct-87
457,Sri Lanka,West Indies,West Indies,191 runs,Karachi,13-Oct-87
458,India,New Zealand,India,16 runs,Bengaluru,14-Oct-87
459,Pakistan,West Indies,Pakistan,1 wicket,Lahore,16-Oct-87
460,India,Zimbabwe,India,8 wickets,Mumbai,17-Oct-87
461,England,Sri Lanka,England,108 runs,Peshawar,17-Oct-87
462,Australia,New Zealand,Australia,3 runs,Indore,"Oct 18-19, 1987"
463,Pakistan,England,Pakistan,7 wickets,Karachi,20-Oct-87
464,Sri Lanka,West Indies,West Indies,25 runs,,21-Oct-87
465,India,Australia,India,56 runs,Delhi,22-Oct-87
466,New Zealand,Zimbabwe,New Zealand,4 wickets,Kolkata,23-Oct-87
467,Pakistan,Sri Lanka,Pakistan,113 runs,Faisalabad,25-Oct-87
468,England,West Indies,England,34 runs,Jaipur,26-Oct-87
469,India,Zimbabwe,India,7 wickets,Ahmedabad,26-Oct-87
470,Australia,New Zealand,Australia,17 runs,Chandigarh,27-Oct-87
471,Australia,Zimbabwe,Australia,70 runs,Cuttack,30-Oct-87
472,England,Sri Lanka,England,8 wickets,Pune,30-Oct-87
473,Pakistan,West Indies,West Indies,28 runs,Karachi,30-Oct-87
474,India,New Zealand,India,9 wickets,Nagpur,31-Oct-87
475,Pakistan,Australia,Australia,18 runs,Lahore,4-Nov-87
476,India,England,England,35 runs,Mumbai,5-Nov-87
477,Australia,England,Australia,7 runs,Kolkata,8-Nov-87
478,Pakistan,England,England,2 wickets,Lahore,18-Nov-87
479,Pakistan,England,England,23 runs,,20-Nov-87
480,Pakistan,England,England,98 runs,Peshawar,22-Nov-87
481,India,West Indies,West Indies,10 runs,Nagpur,8-Dec-87
482,India,West Indies,West Indies,52 runs,Guwahati,23-Dec-87
483,Australia,Sri Lanka,Australia,81 runs,Perth,2-Jan-88
484,India,West Indies,India,56 runs,Kolkata,2-Jan-88
485,Australia,New Zealand,New Zealand,1 run,Perth,3-Jan-88
486,New Zealand,Sri Lanka,New Zealand,6 wickets,Sydney,5-Jan-88
487,India,West Indies,West Indies,6 wickets,Rajkot,5-Jan-88
488,Australia,New Zealand,Australia,6 runs,Melbourne,7-Jan-88
489,India,West Indies,West Indies,2 runs,Ahmedabad,7-Jan-88
490,New Zealand,Sri Lanka,New Zealand,4 wickets,Adelaide,9-Jan-88
491,Australia,Sri Lanka,Australia,81 runs,Adelaide,10-Jan-88
492,New Zealand,Sri Lanka,Sri Lanka,4 wickets,Hobart,12-Jan-88
493,Australia,Sri Lanka,Australia,38 runs,Melbourne,14-Jan-88
494,New Zealand,Sri Lanka,New Zealand,4 wickets,Brisbane,16-Jan-88
495,Australia,New Zealand,Australia,5 wickets,Brisbane,17-Jan-88
496,Australia,Sri Lanka,Australia,3 wickets,Sydney,19-Jan-88
497,India,West Indies,West Indies,4 wickets,Faridabad,19-Jan-88
498,Australia,New Zealand,Australia,78 runs,Sydney,20-Jan-88
499,Australia,New Zealand,Australia,8 wickets,,22-Jan-88
500,India,West Indies,West Indies,73 runs,Gwalior,22-Jan-88
501,Australia,New Zealand,Australia,6 wickets,Sydney,24-Jan-88
502,India,West Indies,West Indies,9 wickets,Thiruvananthapuram,25-Jan-88
503,Australia,England,Australia,22 runs,Melbourne,4-Feb-88
504,New Zealand,England,England,5 wickets,Dunedin,9-Mar-88
505,New Zealand,England,England,6 wickets,Christchurch,12-Mar-88
506,West Indies,Pakistan,West Indies,47 runs,Kingston,12-Mar-88
507,West Indies,Pakistan,West Indies,5 wickets,St John's,15-Mar-88
508,New Zealand,England,New Zealand,7 wickets,Napier,16-Mar-88
509,West Indies,Pakistan,West Indies,50 runs,Port of Spain,18-Mar-88
510,New Zealand,England,New Zealand,4 wickets,Auckland,19-Mar-88
511,West Indies,Pakistan,West Indies,7 wickets,,20-Mar-88
512,India,Sri Lanka,India,18 runs,Sharjah,25-Mar-88
513,India,New Zealand,India,73 runs,Sharjah,27-Mar-88
514,New Zealand,Sri Lanka,New Zealand,99 runs,Sharjah,29-Mar-88
515,West Indies,Pakistan,West Indies,7 wickets,Georgetown,30-Mar-88
516,New Zealand,Sri Lanka,New Zealand,43 runs,Sharjah,31-Mar-88
517,India,New Zealand,India,52 runs,Sharjah,1-Apr-88
518,England,West Indies,England,6 wickets,Birmingham,19-May-88
519,England,West Indies,England,47 runs,Leeds,21-May-88
520,England,West Indies,England,7 wickets,Lord's,"May 23-24, 1988"
521,England,Sri Lanka,England,5 wickets,The Oval,4-Sep-88
522,Pakistan,Australia,Pakistan,,Lahore,14-Oct-88
523,India,West Indies,India,23 runs,Sharjah,16-Oct-88
524,Pakistan,West Indies,Pakistan,84 runs,Sharjah,18-Oct-88
525,India,Pakistan,Pakistan,34 runs,Sharjah,19-Oct-88
526,India,West Indies,West Indies,8 wickets,Sharjah,21-Oct-88
527,Pakistan,West Indies,West Indies,11 runs,Sharjah,22-Oct-88
528,Pakistan,Sri Lanka,Sri Lanka,5 wickets,,27-Oct-88
529,Bangladesh,India,India,9 wickets,Chittagong,27-Oct-88
530,India,Sri Lanka,Sri Lanka,17 runs,Dhaka,29-Oct-88
531,Bangladesh,Pakistan,Pakistan,173 runs,Chittagong,29-Oct-88
532,India,Pakistan,India,4 wickets,Dhaka,31-Oct-88
533,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,2-Nov-88
534,India,Sri Lanka,India,6 wickets,Dhaka,4-Nov-88
535,Pakistan,West Indies,West Indies,89 runs,Adelaide,10-Dec-88
536,India,New Zealand,India,4 wickets,Visakhapatnam,10-Dec-88
537,Australia,Pakistan,Australia,9 wickets,Adelaide,11-Dec-88
538,India,New Zealand,India,5 wickets,Cuttack,12-Dec-88
539,Australia,West Indies,West Indies,1 run,Sydney,13-Dec-88
540,Australia,West Indies,West Indies,34 runs,,15-Dec-88
541,India,New Zealand,India,53 runs,Indore,15-Dec-88
542,Pakistan,West Indies,West Indies,17 runs,Hobart,17-Dec-88
543,India,New Zealand,India,2 wickets,Vadodara,17-Dec-88
544,Pakistan,West Indies,West Indies,7 wickets,Perth,1-Jan-89
545,Australia,Pakistan,Pakistan,38 runs,Perth,2-Jan-89
546,Australia,West Indies,Australia,8 runs,Melbourne,5-Jan-89
547,Pakistan,West Indies,Pakistan,55 runs,Brisbane,7-Jan-89
548,Australia,Pakistan,Australia,5 wickets,Brisbane,8-Jan-89
549,Australia,Pakistan,Australia,6 runs,Melbourne,10-Jan-89
550,Australia,West Indies,Australia,61 runs,Sydney,12-Jan-89
551,Australia,West Indies,Australia,2 runs,Melbourne,14-Jan-89
552,Australia,West Indies,West Indies,92 runs,Sydney,16-Jan-89
553,Australia,West Indies,West Indies,8 wickets,,18-Jan-89
554,New Zealand,Pakistan,New Zealand,8 wickets,Dunedin,6-Feb-89
555,New Zealand,Pakistan,New Zealand,7 wickets,Christchurch,4-Mar-89
556,West Indies,India,West Indies,50 runs,Bridgetown,7-Mar-89
557,New Zealand,Pakistan,New Zealand,6 wickets,Wellington,8-Mar-89
558,West Indies,India,West Indies,6 wickets,Port of Spain,9-Mar-89
559,New Zealand,Pakistan,Pakistan,7 wickets,Auckland,11-Mar-89
560,West Indies,India,West Indies,6 wickets,Port of Spain,11-Mar-89
561,New Zealand,Pakistan,New Zealand,7 wickets,Hamilton,14-Mar-89
562,West Indies,India,West Indies,8 wickets,St John's,18-Mar-89
563,West Indies,India,West Indies,101 runs,Georgetown,21-Mar-89
564,Pakistan,Sri Lanka,Pakistan,30 runs,Sharjah,23-Mar-89
565,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,24-Mar-89
566,England,Australia,England,95 runs,Manchester,25-May-89
567,England,Australia,tied,,Nottingham,27-May-89
568,England,Australia,Australia,6 wickets,Lord's,29-May-89
569,India,West Indies,West Indies,5 wickets,Sharjah,13-Oct-89
570,Pakistan,West Indies,Pakistan,11 runs,,14-Oct-89
571,England,Sri Lanka,England,5 wickets,Delhi,15-Oct-89
572,India,Pakistan,Pakistan,6 wickets,Sharjah,15-Oct-89
573,India,West Indies,India,37 runs,Sharjah,16-Oct-89
574,Pakistan,West Indies,Pakistan,57 runs,Sharjah,17-Oct-89
575,Australia,England,England,7 wickets,Hyderabad (Deccan),19-Oct-89
576,Sri Lanka,West Indies,Sri Lanka,4 wickets,Rajkot,19-Oct-89
577,India,Pakistan,Pakistan,38 runs,Sharjah,20-Oct-89
578,Australia,West Indies,Australia,99 runs,Chennai,21-Oct-89
579,England,Pakistan,England,4 wickets,Cuttack,22-Oct-89
580,India,Sri Lanka,India,6 runs,Ahmedabad,22-Oct-89
581,Australia,Pakistan,Pakistan,66 runs,Mumbai (BS),23-Oct-89
582,India,West Indies,West Indies,20 runs,Delhi,23-Oct-89
583,India,England,India,6 wickets,Kanpur,25-Oct-89
584,Pakistan,West Indies,West Indies,6 wickets,Jalandhar,25-Oct-89
585,Australia,Sri Lanka,Australia,28 runs,Margao,25-Oct-89
586,England,West Indies,West Indies,26 runs,,27-Oct-89
587,India,Australia,India,3 wickets,Bengaluru,27-Oct-89
588,Pakistan,Sri Lanka,Pakistan,6 runs,Lucknow,27-Oct-89
589,India,Pakistan,Pakistan,77 runs,Kolkata,28-Oct-89
590,England,Pakistan,Pakistan,6 wickets,Nagpur,30-Oct-89
591,India,West Indies,West Indies,8 wickets,Mumbai,30-Oct-89
592,Pakistan,West Indies,Pakistan,4 wickets,Kolkata,1-Nov-89
593,Pakistan,India,Pakistan,7 runs,Gujranwala,18-Dec-89
594,Pakistan,India,no result,,Karachi,20-Dec-89
595,Pakistan,India,Pakistan,38 runs,Lahore,22-Dec-89
596,Australia,Sri Lanka,Australia,30 runs,Melbourne,26-Dec-89
597,Australia,Sri Lanka,Australia,9 wickets,Perth,30-Dec-89
598,Pakistan,Sri Lanka,Sri Lanka,3 wickets,Perth,31-Dec-89
599,Australia,Pakistan,Australia,7 wickets,Melbourne,3-Jan-90
600,Australia,Sri Lanka,Australia,73 runs,Melbourne,4-Jan-90
601,Pakistan,Sri Lanka,Pakistan,5 wickets,Brisbane,10-Feb-90
602,Australia,Pakistan,Australia,67 runs,Brisbane,11-Feb-90
603,Australia,Pakistan,Pakistan,5 wickets,Sydney,13-Feb-90
604,West Indies,England,no result,,,14-Feb-90
605,Pakistan,Sri Lanka,Pakistan,6 wickets,Hobart,15-Feb-90
606,Pakistan,Sri Lanka,Pakistan,27 runs,Adelaide,17-Feb-90
607,West Indies,England,no result,,Port of Spain,17-Feb-90
608,Australia,Sri Lanka,Australia,7 wickets,Adelaide,18-Feb-90
609,Australia,Pakistan,Pakistan,2 runs,Sydney,20-Feb-90
610,Australia,Pakistan,Australia,7 wickets,Melbourne,23-Feb-90
611,Australia,Pakistan,Australia,69 runs,Sydney,25-Feb-90
612,New Zealand,India,New Zealand,108 runs,Dunedin,1-Mar-90
613,Australia,India,Australia,18 runs,Christchurch,3-Mar-90
614,West Indies,England,West Indies,3 wickets,Kingston,3-Mar-90
615,New Zealand,Australia,Australia,150 runs,Christchurch,4-Mar-90
616,New Zealand,India,India,1 run,Wellington,6-Mar-90
617,West Indies,England,West Indies,6 wickets,Georgetown,7-Mar-90
618,Australia,India,Australia,7 wickets,Hamilton,8-Mar-90
619,New Zealand,Australia,Australia,10 runs,Auckland,10-Mar-90
620,New Zealand,Australia,Australia,8 wickets,Auckland,11-Mar-90
621,West Indies,England,West Indies,7 wickets,Georgetown,15-Mar-90
622,West Indies,England,West Indies,4 wickets,Bridgetown,3-Apr-90
623,India,Sri Lanka,Sri Lanka,3 wickets,Sharjah,25-Apr-90
624,Australia,New Zealand,Australia,63 runs,Sharjah,26-Apr-90
625,India,Pakistan,Pakistan,26 runs,Sharjah,27-Apr-90
626,Bangladesh,New Zealand,New Zealand,161 runs,,28-Apr-90
627,Pakistan,Sri Lanka,Pakistan,90 runs,Sharjah,29-Apr-90
628,Australia,Bangladesh,Australia,7 wickets,Sharjah,30-Apr-90
629,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,1-May-90
630,Australia,Sri Lanka,Australia,114 runs,Sharjah,2-May-90
631,Australia,Pakistan,Pakistan,36 runs,Sharjah,4-May-90
632,England,New Zealand,New Zealand,4 wickets,Leeds,23-May-90
633,England,New Zealand,England,6 wickets,The Oval,25-May-90
634,England,India,India,6 wickets,Leeds,18-Jul-90
635,England,India,India,5 wickets,Nottingham,20-Jul-90
636,Pakistan,New Zealand,Pakistan,19 runs,Lahore,2-Nov-90
637,Pakistan,New Zealand,Pakistan,8 wickets,Peshawar,4-Nov-90
638,Pakistan,New Zealand,Pakistan,105 runs,Sialkot,6-Nov-90
639,Pakistan,West Indies,Pakistan,6 runs,Karachi,9-Nov-90
640,Pakistan,West Indies,Pakistan,5 wickets,Lahore,11-Nov-90
641,Pakistan,West Indies,Pakistan,31 runs,Multan,13-Nov-90
642,Australia,New Zealand,Australia,61 runs,Sydney,29-Nov-90
643,England,New Zealand,New Zealand,7 runs,Adelaide,1-Dec-90
644,India,Sri Lanka,India,19 runs,Nagpur,1-Dec-90
645,Australia,New Zealand,Australia,6 wickets,Adelaide,2-Dec-90
646,India,Sri Lanka,India,6 wickets,Pune,5-Dec-90
647,England,New Zealand,England,4 wickets,Perth,7-Dec-90
648,India,Sri Lanka,Sri Lanka,7 wickets,Margao,8-Dec-90
649,Australia,England,Australia,6 wickets,Perth,9-Dec-90
650,Australia,New Zealand,Australia,39 runs,,11-Dec-90
651,England,New Zealand,England,33 runs,Sydney,13-Dec-90
652,England,New Zealand,New Zealand,8 wickets,Brisbane,15-Dec-90
653,Australia,England,Australia,37 runs,Brisbane,16-Dec-90
654,Australia,New Zealand,New Zealand,1 run,Hobart,18-Dec-90
655,Pakistan,Sri Lanka,Sri Lanka,6 wickets,Sharjah,20-Dec-90
656,Pakistan,Sri Lanka,Pakistan,50 runs,Sharjah,21-Dec-90
657,India,Bangladesh,India,9 wickets,Chandigarh,25-Dec-90
658,India,Sri Lanka,Sri Lanka,36 runs,Cuttack,28-Dec-90
659,Bangladesh,Sri Lanka,Sri Lanka,71 runs,Kolkata,31-Dec-90
660,Australia,England,Australia,68 runs,Sydney,1-Jan-91
661,India,Sri Lanka,India,7 wickets,Kolkata,4-Jan-91
662,Australia,England,Australia,3 runs,Melbourne,10-Jan-91
663,Australia,New Zealand,Australia,6 wickets,Sydney,13-Jan-91
664,Australia,New Zealand,Australia,7 wickets,Melbourne,15-Jan-91
665,New Zealand,Sri Lanka,New Zealand,5 wickets,Napier,26-Jan-91
666,New Zealand,Sri Lanka,New Zealand,41 runs,Auckland,28-Jan-91
667,New Zealand,Sri Lanka,New Zealand,107 runs,Dunedin,6-Feb-91
668,New Zealand,England,England,14 runs,Christchurch,9-Feb-91
669,New Zealand,England,New Zealand,9 runs,Wellington,13-Feb-91
670,New Zealand,England,New Zealand,7 runs,Auckland,16-Feb-91
671,West Indies,Australia,Australia,35 runs,Kingston,26-Feb-91
672,West Indies,Australia,Australia,45 runs,Port of Spain,9-Mar-91
673,West Indies,Australia,West Indies,7 wickets,,10-Mar-91
674,West Indies,Australia,Australia,37 runs,Bridgetown,13-Mar-91
675,West Indies,Australia,Australia,6 wickets,Georgetown,20-Mar-91
676,England,West Indies,England,1 wicket,Birmingham,"May 23-24, 1991"
677,England,West Indies,England,9 runs,Manchester,25-May-91
678,England,West Indies,England,7 wickets,Lord's,27-May-91
679,Pakistan,West Indies,West Indies,1 wicket,Sharjah,17-Oct-91
680,India,Pakistan,India,60 runs,Sharjah,18-Oct-91
681,India,West Indies,India,19 runs,Sharjah,19-Oct-91
682,Pakistan,West Indies,Pakistan,1 run,Sharjah,21-Oct-91
683,India,West Indies,India,7 wickets,Sharjah,22-Oct-91
684,India,Pakistan,Pakistan,4 runs,Sharjah,23-Oct-91
685,India,Pakistan,Pakistan,72 runs,Sharjah,25-Oct-91
686,India,South Africa,India,3 wickets,Kolkata,10-Nov-91
687,India,South Africa,India,38 runs,Gwalior,12-Nov-91
688,India,South Africa,South Africa,8 wickets,New Delhi,14-Nov-91
689,Pakistan,West Indies,West Indies,24 runs,,20-Nov-91
690,Pakistan,West Indies,tied,,Lahore,22-Nov-91
691,Pakistan,West Indies,West Indies,17 runs,Faisalabad,24-Nov-91
692,India,West Indies,tied,,Perth,6-Dec-91
693,Australia,India,India,107 runs,Perth,8-Dec-91
694,Australia,India,Australia,8 wickets,Hobart,10-Dec-91
695,Australia,West Indies,Australia,9 runs,Melbourne,12-Dec-91
696,India,West Indies,India,10 runs,Adelaide,14-Dec-91
697,Australia,India,Australia,6 wickets,Adelaide,15-Dec-91
698,Australia,West Indies,Australia,51 runs,Sydney,18-Dec-91
699,Australia,West Indies,no result,,Melbourne,9-Jan-92
700,Pakistan,Sri Lanka,Pakistan,8 wickets,Sargodha,10-Jan-92
701,New Zealand,England,England,7 wickets,Auckland,11-Jan-92
702,India,West Indies,West Indies,6 wickets,Brisbane,11-Jan-92
703,Australia,West Indies,West Indies,12 runs,,12-Jan-92
704,Pakistan,Sri Lanka,Pakistan,29 runs,Karachi,13-Jan-92
705,Australia,India,Australia,9 wickets,Sydney,14-Jan-92
706,Pakistan,Sri Lanka,Pakistan,59 runs,Hyderabad (Sind),15-Jan-92
707,India,West Indies,India,5 wickets,Melbourne,16-Jan-92
708,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Multan,17-Jan-92
709,Australia,India,Australia,88 runs,Melbourne,18-Jan-92
710,Pakistan,Sri Lanka,Pakistan,117 runs,Rawalpindi,19-Jan-92
711,Australia,India,Australia,6 runs,Sydney,20-Jan-92
712,New Zealand,England,England,3 wickets,Dunedin,12-Feb-92
713,New Zealand,England,England,71 runs,Christchurch,15-Feb-92
714,New Zealand,Australia,New Zealand,37 runs,Auckland,22-Feb-92
715,England,India,England,9 runs,Perth,22-Feb-92
716,Sri Lanka,Zimbabwe,Sri Lanka,3 wickets,New Plymouth,23-Feb-92
717,Pakistan,West Indies,West Indies,10 wickets,,23-Feb-92
718,New Zealand,Sri Lanka,New Zealand,6 wickets,Hamilton,25-Feb-92
719,Australia,South Africa,South Africa,9 wickets,Sydney,26-Feb-92
720,Pakistan,Zimbabwe,Pakistan,53 runs,Hobart,27-Feb-92
721,England,West Indies,England,6 wickets,Melbourne,27-Feb-92
722,India,Sri Lanka,no result,,Mackay,28-Feb-92
723,New Zealand,South Africa,New Zealand,7 wickets,Auckland,29-Feb-92
724,West Indies,Zimbabwe,West Indies,75 runs,Brisbane,29-Feb-92
725,Australia,India,Australia,1 run,Brisbane,1-Mar-92
726,England,Pakistan,no result,,Adelaide,1-Mar-92
727,South Africa,Sri Lanka,Sri Lanka,3 wickets,Wellington,2-Mar-92
728,New Zealand,Zimbabwe,New Zealand,48 runs,Napier,3-Mar-92
729,India,Pakistan,India,43 runs,Sydney,4-Mar-92
730,South Africa,West Indies,South Africa,64 runs,Christchurch,5-Mar-92
731,Australia,England,England,8 wickets,Sydney,5-Mar-92
732,India,Zimbabwe,India,55 runs,Hamilton,7-Mar-92
733,Australia,Sri Lanka,Australia,7 wickets,Adelaide,7-Mar-92
734,New Zealand,West Indies,New Zealand,5 wickets,Auckland,8-Mar-92
735,Pakistan,South Africa,South Africa,20 runs,Brisbane,8-Mar-92
736,England,Sri Lanka,England,106 runs,Ballarat,9-Mar-92
737,India,West Indies,West Indies,5 wickets,Wellington,10-Mar-92
738,South Africa,Zimbabwe,South Africa,7 wickets,,10-Mar-92
739,Australia,Pakistan,Pakistan,48 runs,Perth,11-Mar-92
